token,20tokens
hi,reception:0.3333333333333333 praise:0.16666666666666666 music:0.14285714285714285 recommendation:0.14285714285714285 list:0.14285714285714285 tune:0.125 people:0.125 classical:0.125 playlist:0.125 vocal:0.125 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 rap:0.1111111111111111 80:0.1111111111111111 catchy:0.1111111111111111 
pumped,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
space,settle:0.3333333333333333 stuff:0.25 power:0.25 lift:0.25 bad:0.25 concentration:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 vibe:0.2 hit:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 
portland,motown:0.3333333333333333 cali:0.3333333333333333 cancun:0.3333333333333333 florence:0.3333333333333333 kobe:0.3333333333333333 santos:0.3333333333333333 rus:0.16666666666666666 fiji:0.16666666666666666 florida:0.14285714285714285 nc:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 post:0.14285714285714285 holy:0.14285714285714285 top:0.125 side:0.125 fireside:0.125 track:0.125 hangout:0.125 beat:0.1111111111111111 
bruno,christian:0.25 superman:0.2 modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 korean:0.125 guy:0.125 girl:0.125 drug:0.125 female:0.125 thai:0.125 tagalog:0.125 latino:0.125 lady:0.125 
mar,may:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 september:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 tune:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 
unorthodox,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
jukebox,machine:0.3333333333333333 trap:0.2 ski:0.16666666666666666 stand:0.16666666666666666 piano:0.14285714285714285 pump:0.14285714285714285 rom:0.14285714285714285 guitar:0.14285714285714285 classic:0.125 bus:0.125 brad:0.125 paisley:0.125 road:0.125 mine:0.125 soundtrack:0.125 pool:0.125 pill:0.125 gym:0.1111111111111111 dance:0.1111111111111111 rock:0.1111111111111111 
bop,dance:0.25 turn:0.25 trip:0.25 spring:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 80:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 lit:0.2 
h,metal:0.3333333333333333 as:0.3333333333333333 tb:0.25 sb:0.25 stuff:0.25 cd:0.25 paint:0.16666666666666666 lean:0.14285714285714285 drug:0.14285714285714285 snowflake:0.14285714285714285 coffee:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 80:0.125 catchy:0.125 piano:0.125 
progress,traveling:0.14285714285714285 slow:0.14285714285714285 vibration:0.14285714285714285 graduation:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 80:0.125 catchy:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 lit:0.125 
countdown,counting:0.5 work:0.25 study:0.2 worship:0.16666666666666666 adventure:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 dancing:0.14285714285714285 workout:0.14285714285714285 lift:0.14285714285714285 congratulation:0.125 making:0.125 drive:0.125 listening:0.125 riding:0.125 volleyball:0.1111111111111111 intro:0.1111111111111111 calming:0.1111111111111111 fire:0.1111111111111111 hop:0.1111111111111111 
romantic,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
shower,classic:0.16666666666666666 paisley:0.16666666666666666 road:0.16666666666666666 mine:0.16666666666666666 pool:0.16666666666666666 pill:0.16666666666666666 gym:0.14285714285714285 dance:0.14285714285714285 trap:0.14285714285714285 rock:0.14285714285714285 house:0.14285714285714285 power:0.14285714285714285 hotel:0.14285714285714285 paint:0.14285714285714285 movie:0.14285714285714285 machine:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 
sexy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 80:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 
smile,smiling:1.0 wave:0.2 baby:0.16666666666666666 take:0.16666666666666666 time:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 80:0.14285714285714285 catchy:0.14285714285714285 jam:0.14285714285714285 piano:0.14285714285714285 guy:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 
pill,classic:0.2 paisley:0.2 road:0.2 mine:0.2 pool:0.2 gym:0.16666666666666666 dance:0.16666666666666666 trap:0.16666666666666666 rock:0.16666666666666666 house:0.16666666666666666 hotel:0.16666666666666666 paint:0.16666666666666666 movie:0.16666666666666666 machine:0.16666666666666666 shower:0.16666666666666666 throwback:0.14285714285714285 ski:0.14285714285714285 bus:0.14285714285714285 musical:0.14285714285714285 office:0.14285714285714285 
